timestamp,cpu_usage,cpu_freq_mhz,ram_usage,available_ram
2025-02-01 16:56:08,3.6,700.0,46.1,229
2025-02-01 16:56:10,0.8,600.0,47.1,225
2025-02-01 16:56:12,66.1,1000.0,46.3,228
2025-02-01 16:56:14,3.6,1000.0,46.5,227
2025-02-01 16:56:16,1.3,600.0,47.2,224
2025-02-01 16:56:18,50.2,1000.0,46.6,227
2025-02-01 16:56:20,1.5,600.0,46.8,226
2025-02-01 16:56:22,1.0,600.0,48.3,220
2025-02-01 16:56:24,43.2,1000.0,46.7,226
2025-02-01 16:56:26,0.8,600.0,47.3,224
2025-02-01 16:56:28,28.2,1000.0,46.7,226
2025-02-01 16:56:30,32.0,1000.0,47.0,225
2025-02-01 16:56:32,1.0,600.0,47.9,221
2025-02-01 16:56:34,83.6,1000.0,46.9,226
2025-02-01 16:56:36,50.1,1000.0,47.4,224
2025-02-01 16:56:38,0.8,700.0,48.7,218
2025-02-01 16:56:40,69.0,1000.0,47.0,225
2025-02-01 16:56:42,9.4,600.0,47.4,223
2025-02-01 16:56:44,9.0,800.0,47.0,225
2025-02-01 16:56:46,28.1,1000.0,47.1,225
2025-02-01 16:56:48,0.5,600.0,48.0,221
2025-02-01 16:56:50,45.4,1000.0,47.1,225
2025-02-01 16:56:52,1.5,600.0,47.4,224
2025-02-01 16:56:54,0.8,600.0,48.5,219
2025-02-01 16:56:56,28.2,1000.0,47.1,225
2025-02-01 16:56:58,0.8,600.0,47.9,221
2025-02-01 16:57:00,1.8,600.0,49.2,216
2025-02-01 16:57:02,3.1,700.0,47.2,224
2025-02-01 16:57:04,2.5,600.0,48.3,220
2025-02-01 16:57:06,86.0,1000.0,47.2,224
2025-02-01 16:57:08,39.7,1000.0,47.4,223
2025-02-01 16:57:10,1.3,600.0,49.3,215
2025-02-01 16:57:12,70.1,1000.0,47.3,224
2025-02-01 16:57:14,0.0,600.0,48.4,219
2025-02-01 16:57:16,25.8,1000.0,46.6,227
2025-02-01 16:57:18,16.4,600.0,46.7,226
2025-02-01 16:57:20,1.3,600.0,47.8,222
2025-02-01 16:57:22,65.3,1000.0,46.9,226
2025-02-01 16:57:24,39.8,1000.0,47.2,224
2025-02-01 16:57:26,1.3,600.0,48.5,219
2025-02-01 16:57:28,85.0,1000.0,47.1,225
2025-02-01 16:57:30,29.9,600.0,47.6,222
2025-02-01 16:57:33,1.8,600.0,49.7,214
2025-02-01 16:57:35,60.2,1000.0,47.2,224
2025-02-01 16:57:37,0.5,600.0,48.1,220
2025-02-01 16:57:39,25.1,1000.0,47.3,224
2025-02-01 16:57:41,12.8,600.0,47.4,224
2025-02-01 16:57:43,1.0,600.0,48.0,221
2025-02-01 16:57:45,77.2,1000.0,47.5,223
2025-02-01 16:57:47,41.8,1000.0,47.9,221
2025-02-01 16:57:49,0.5,600.0,48.3,219
2025-02-01 16:57:51,76.1,1000.0,47.8,222
2025-02-01 16:57:53,54.3,1000.0,48.1,221
2025-02-01 16:57:55,1.3,600.0,49.0,217
2025-02-01 16:57:57,59.2,1000.0,47.9,221
2025-02-01 16:57:59,11.2,1000.0,48.3,220
2025-02-01 16:58:01,32.2,1000.0,47.9,221
2025-02-01 16:58:03,17.2,600.0,47.9,221
2025-02-01 16:58:05,0.8,600.0,48.4,219
2025-02-01 16:58:07,78.9,1000.0,47.9,221
2025-02-01 16:58:09,13.7,1000.0,48.1,221
2025-02-01 16:58:11,1.3,600.0,48.5,219
2025-02-01 16:58:13,88.4,1000.0,47.9,221
2025-02-01 16:58:15,28.4,600.0,48.2,220
2025-02-01 16:58:17,4.3,700.0,47.9,221
2025-02-01 16:58:19,44.1,1000.0,48.1,220
2025-02-01 16:58:21,0.8,600.0,48.7,218
2025-02-01 16:58:23,48.1,1000.0,48.2,220
2025-02-01 16:58:25,1.0,600.0,48.4,219
2025-02-01 16:58:27,1.8,600.0,49.0,217
2025-02-01 16:58:29,88.3,1000.0,48.3,220
2025-02-01 16:58:31,13.9,700.0,48.7,218
2025-02-01 16:58:33,0.5,600.0,49.8,213
2025-02-01 16:58:35,54.9,1000.0,48.3,220
2025-02-01 16:58:37,1.0,600.0,48.8,218
2025-02-01 16:58:39,33.3,1000.0,48.4,219
2025-02-01 16:58:41,8.2,1000.0,48.4,219
2025-02-01 16:58:43,0.8,600.0,48.9,217
2025-02-01 16:58:45,65.0,1000.0,48.5,219
2025-02-01 16:58:47,30.4,1000.0,47.7,222
2025-02-01 16:58:49,0.3,600.0,48.3,220
2025-02-01 16:58:51,85.9,1000.0,47.4,223
2025-02-01 16:58:53,22.1,600.0,47.9,221
2025-02-01 16:58:55,0.8,700.0,49.0,217
2025-02-01 16:58:57,70.0,1000.0,47.4,223
2025-02-01 16:58:59,0.8,700.0,48.1,220
2025-02-01 16:59:01,36.9,1000.0,47.5,223
2025-02-01 16:59:03,1.8,600.0,47.7,222
2025-02-01 16:59:05,1.5,600.0,48.4,219
2025-02-01 16:59:07,30.9,1000.0,47.5,223
2025-02-01 16:59:09,0.8,600.0,48.1,220
